formula, is_taut_can
p -> ((~~q -> ~p) -> (p -> ((((~r -> ((s -> t) -> s)) -> t) -> s) -> (u -> (~v -> s))))), False
~(p -> q) -> (((~(r -> s) -> (((t -> (~~p -> ~q)) -> u) -> s)) -> v) -> (q -> ~~p)), True
((p -> ((q -> ~r) -> ((~((s -> (t -> r)) -> t) -> (~u -> (v -> (s -> u)))) -> t))) -> q) -> r, False
p -> (q -> (~(q -> r) -> (((s -> (r -> t)) -> ~(~p -> (r -> ((p -> q) -> r)))) -> (u -> v)))), True
((p -> (~~p -> q)) -> r) -> (((s -> ~((r -> (q -> t)) -> u)) -> (p -> ~~(v -> v))) -> v), False
(((p -> ((q -> ((r -> s) -> t)) -> ~~((r -> ~~q) -> u))) -> q) -> v) -> ~(u -> (t -> q)), False
(p -> ~(((((q -> q) -> r) -> ~((~q -> s) -> (t -> s))) -> (((u -> r) -> r) -> s)) -> u)) -> v, False
~((((p -> (q -> (r -> ((s -> p) -> (t -> ~~u))))) -> p) -> v) -> (r -> ((t -> p) -> (q -> v)))), False
(((~(p -> (q -> r)) -> p) -> s) -> (~~t -> ~s)) -> (u -> ((p -> p) -> (~v -> ~~s))), False
~~p -> (q -> ((((~~(q -> r) -> ((~s -> (~t -> u)) -> (r -> v))) -> ~u) -> s) -> s)), False
~((p -> ~~((q -> (((r -> ((q -> ((p -> s) -> t)) -> (q -> t))) -> ~u) -> ~u)) -> v)) -> p), False
p -> (~((((~~(((q -> r) -> ((s -> q) -> (t -> u))) -> t) -> q) -> q) -> r) -> (v -> r)) -> u), False
(p -> q) -> ~(((r -> (((s -> (t -> p)) -> r) -> ((u -> (v -> (u -> s))) -> (p -> v)))) -> q) -> v), False
p -> (((~q -> ~(p -> ((~((r -> s) -> ((~(r -> t) -> q) -> s)) -> u) -> ~s))) -> v) -> q), False
~(p -> (((q -> ~~r) -> ~(s -> (q -> t))) -> ((u -> (~((s -> u) -> s) -> r)) -> v))) -> t, False
((~~p -> p) -> (~((~((q -> ((r -> p) -> (s -> t))) -> p) -> s) -> q) -> (s -> ~u))) -> v, False
(p -> ~(~q -> (~(~r -> ~(~(s -> p) -> (~t -> s))) -> s))) -> ~((u -> v) -> ~r), False
(((~p -> p) -> (~((p -> q) -> r) -> (~(p -> s) -> t))) -> q) -> (u -> ~~(v -> (q -> t))), False
(p -> (((q -> r) -> ((~s -> p) -> (~((s -> t) -> ~(p -> s)) -> (s -> (r -> u))))) -> u)) -> v, False
(((((p -> (q -> r)) -> (s -> s)) -> ~~t) -> (((p -> r) -> ((~u -> t) -> t)) -> v)) -> t) -> v, False
((~p -> ~q) -> ((r -> (r -> (s -> t))) -> ((~u -> v) -> p))) -> ~((~(r -> u) -> p) -> p), False
(~~p -> ((q -> (((~(~~q -> p) -> (r -> s)) -> ~(t -> t)) -> t)) -> q)) -> (~u -> v), False
~~(p -> (((q -> r) -> (((s -> ~(~(q -> (t -> u)) -> q)) -> v) -> (~r -> v))) -> (s -> u))), False
p -> (((q -> p) -> (((~(p -> ~r) -> (s -> p)) -> ~p) -> t)) -> ((p -> u) -> ((v -> u) -> p))), True
(~(p -> ~(~~(~(q -> r) -> q) -> ((s -> q) -> t))) -> ~(u -> ((q -> ~v) -> p))) -> u, False
(((((p -> q) -> p) -> r) -> ((s -> t) -> ((u -> (q -> ~(u -> r))) -> t))) -> ((v -> v) -> p)) -> u, False
(p -> p) -> (((((~((q -> ((r -> ~r) -> s)) -> (p -> (t -> s))) -> u) -> t) -> s) -> s) -> ~v), False
~(p -> ((q -> (((((~r -> s) -> t) -> p) -> ~(~s -> ~~(s -> s))) -> r)) -> u)) -> ~v, False
~~((p -> ((q -> r) -> ((((~s -> (~(s -> t) -> u)) -> v) -> (v -> r)) -> q))) -> ~t) -> t, False
(~p -> q) -> ~((p -> (q -> ~~r)) -> (s -> ~((t -> ~~u) -> ((u -> ~~v) -> s)))), False
p -> (q -> (~p -> ~(((r -> s) -> (t -> s)) -> (((q -> (u -> v)) -> ~(~~q -> s)) -> t)))), True
(p -> ~(p -> ~(~~q -> (r -> ((s -> t) -> (u -> (((s -> p) -> (u -> ~s)) -> v))))))) -> r, False
p -> ((q -> ((p -> ~~r) -> (((~p -> s) -> s) -> p))) -> (t -> (p -> (((q -> s) -> u) -> v)))), False
p -> (q -> (r -> ~((~r -> ~~(((~(~s -> t) -> ~t) -> r) -> u)) -> (r -> (t -> v))))), False
~(p -> (~~q -> (r -> s))) -> ((~((t -> (r -> u)) -> (u -> r)) -> ~((r -> q) -> v)) -> v), False
((((p -> ~q) -> r) -> s) -> (~((t -> ~u) -> u) -> (u -> (((q -> (r -> t)) -> r) -> q)))) -> v, False
((~p -> (q -> (r -> (s -> t)))) -> (~(t -> ((~(u -> ~v) -> (p -> t)) -> t)) -> ~p)) -> q, False
((~(p -> ((q -> (r -> ~~s)) -> (t -> p))) -> (u -> s)) -> (~~v -> (u -> ~~t))) -> s, False
(((p -> q) -> ((r -> ((((q -> s) -> p) -> (t -> (~~~p -> r))) -> u)) -> r)) -> (s -> v)) -> v, False
(((p -> ((~(~q -> r) -> ~(~((~s -> r) -> t) -> q)) -> u)) -> v) -> (p -> (v -> s))) -> v, False
(((~(p -> (q -> (~(r -> (~s -> q)) -> q))) -> (t -> (t -> (~u -> p)))) -> ~t) -> p) -> v, False
(((p -> (((q -> r) -> s) -> q)) -> (r -> t)) -> (((u -> ((s -> r) -> r)) -> ~p) -> t)) -> (r -> v), False
p -> ~(~((((q -> r) -> ((p -> ((s -> p) -> t)) -> t)) -> ((u -> (s -> ~v)) -> u)) -> v) -> v), False
(((((p -> p) -> q) -> r) -> ~s) -> (t -> ((u -> t) -> (s -> ((q -> q) -> s))))) -> (v -> (s -> r)), False
p -> ((q -> p) -> (((((r -> s) -> t) -> ~(u -> (t -> ~~((u -> (s -> q)) -> q)))) -> p) -> v)), False
~(((p -> (p -> ((q -> r) -> s))) -> (q -> (s -> (t -> ((p -> (r -> q)) -> u))))) -> ((r -> q) -> v)), False
~(p -> ~~(q -> ((r -> (s -> (~(t -> ~((s -> s) -> ((u -> v) -> u))) -> (u -> p)))) -> t))), False
((p -> ((((q -> r) -> s) -> (t -> ~(((u -> q) -> ~p) -> q))) -> (v -> (~s -> q)))) -> v) -> q, False
(p -> ~((q -> (r -> ((q -> (((s -> t) -> p) -> s)) -> ~s))) -> u)) -> (~(v -> (u -> s)) -> s), False
~(~((p -> q) -> ((r -> s) -> ~t)) -> (~q -> ((q -> ((~(q -> s) -> s) -> (t -> u))) -> v))), False
(p -> (p -> (((q -> r) -> s) -> (t -> (((u -> (v -> ((s -> ~t) -> r))) -> u) -> (r -> s)))))) -> p, False
~(((~((p -> ~(p -> ~(q -> (r -> s)))) -> (q -> r)) -> (q -> t)) -> u) -> u) -> ~~~v, False
((p -> (~~(q -> (((r -> p) -> q) -> s)) -> ((t -> (p -> (~u -> r))) -> s))) -> v) -> (t -> v), False
~p -> (~(p -> q) -> ~(((r -> ~s) -> q) -> ((t -> q) -> (((u -> v) -> (r -> ~v)) -> p)))), True
~~(((~~p -> q) -> (r -> ~(~(r -> (~(s -> ~t) -> u)) -> v))) -> ((u -> r) -> ~q)), False
(p -> ((q -> ~((r -> s) -> ((~t -> (r -> (~u -> ~~t))) -> (v -> u)))) -> t)) -> (p -> q), False
((~((p -> ~(q -> ((r -> s) -> ~p))) -> (~t -> u)) -> u) -> (q -> ~((p -> q) -> t))) -> v, False
(((~(p -> q) -> r) -> (~s -> t)) -> (~(r -> ~u) -> u)) -> ~(s -> (v -> (~s -> ~v))), False
(~p -> ((q -> r) -> (~s -> ~p))) -> ((t -> u) -> (v -> ~(((r -> ~s) -> (q -> p)) -> s))), False
~~((p -> (((q -> r) -> s) -> ((t -> (~q -> u)) -> (~(s -> u) -> ~v)))) -> ((s -> q) -> s)), False
p -> ((q -> r) -> (s -> (t -> ((~q -> s) -> ~(((~(~u -> ~q) -> u) -> ~v) -> ~p))))), False
~((p -> (~q -> ((r -> p) -> (~s -> r)))) -> (t -> ~(u -> ((u -> ((s -> ~v) -> p)) -> p)))), False
(~(p -> (q -> ~(p -> ((~~(~(r -> r) -> s) -> s) -> t)))) -> (p -> (t -> (u -> q)))) -> v, False
~p -> (((~(q -> r) -> (~r -> (((~p -> s) -> (q -> t)) -> ~((q -> u) -> q)))) -> t) -> v), False
((~~(p -> q) -> ~r) -> s) -> (t -> ((u -> ~r) -> (r -> ((q -> (v -> u)) -> ~(r -> q))))), False
~(p -> (q -> (r -> (s -> (((t -> (p -> (p -> ((q -> q) -> r)))) -> (r -> (u -> (u -> v)))) -> u))))), False
p -> ((q -> p) -> (((~(~r -> (((q -> (s -> t)) -> r) -> u)) -> ~v) -> (q -> (r -> r))) -> r)), False
((~p -> q) -> (((r -> p) -> ((r -> (s -> t)) -> ~u)) -> (~u -> ~(~~v -> ~s)))) -> r, False
(~((p -> (q -> p)) -> r) -> (((q -> q) -> s) -> t)) -> (((((r -> u) -> s) -> v) -> (p -> q)) -> q), False
((p -> q) -> ~((~((r -> ((s -> t) -> u)) -> q) -> ~~(q -> (p -> ~v))) -> ~u)) -> ~q, False
p -> ((((((q -> r) -> ((p -> r) -> s)) -> p) -> ~(((t -> u) -> r) -> v)) -> q) -> (v -> (u -> s))), False
((p -> q) -> ((~((r -> ((~q -> s) -> ~(t -> u))) -> p) -> u) -> (v -> (u -> s)))) -> (t -> t), True
(((p -> q) -> ~(r -> (r -> s))) -> t) -> (((u -> (~(u -> u) -> (r -> v))) -> (v -> ~v)) -> p), False
~((((p -> ~q) -> (p -> (~r -> (p -> (s -> (t -> u)))))) -> u) -> ((((r -> q) -> r) -> q) -> v)), False
(p -> q) -> (~((r -> p) -> (s -> ~((t -> t) -> r))) -> (p -> (((q -> (u -> v)) -> s) -> ~r))), False
~p -> (((q -> r) -> ~s) -> ((~t -> ((t -> u) -> q)) -> (v -> (((~~u -> s) -> t) -> r)))), False
(p -> (((p -> p) -> (((q -> (r -> s)) -> t) -> u)) -> ~~t)) -> (r -> ((p -> (v -> s)) -> ~v)), False
p -> (((q -> ~(r -> p)) -> (~s -> ((~(s -> t) -> (r -> q)) -> (u -> q)))) -> ((v -> q) -> v)), False
p -> ((((((q -> r) -> ~(s -> q)) -> p) -> ~(((s -> t) -> s) -> (p -> q))) -> (u -> ~s)) -> v), False
p -> ((~(q -> ~((r -> s) -> (((t -> ~p) -> (q -> ~((u -> v) -> r))) -> p))) -> ~v) -> p), True
p -> ((p -> q) -> ~(~r -> ((~(~s -> ((s -> t) -> u)) -> ~(s -> ((t -> v) -> u))) -> p))), False
(((p -> ~(~(q -> (~p -> r)) -> p)) -> p) -> ((~s -> t) -> ~u)) -> (p -> (v -> ~~r)), False
~((p -> (q -> r)) -> ~(~r -> (s -> (t -> (((p -> ~u) -> (~p -> ~s)) -> ~(v -> r)))))), False
~(p -> (q -> (r -> ~((q -> ~(s -> t)) -> (u -> (~((u -> v) -> s) -> (t -> (~v -> u)))))))), False
~((((~p -> ((q -> (r -> (q -> ~s))) -> (~~s -> ~(r -> (t -> ~u))))) -> s) -> s) -> v), False
~((p -> (q -> r)) -> (q -> (s -> (r -> (t -> (~(~t -> ~((u -> q) -> v)) -> (v -> ~r))))))), False
p -> (~(~p -> (q -> ((r -> (~q -> (((s -> s) -> (p -> r)) -> t))) -> u))) -> ((u -> s) -> v)), True
(p -> ((~~(~((q -> r) -> ((s -> (t -> (u -> (v -> s)))) -> p)) -> ~t) -> u) -> ~t)) -> r, False
((~(p -> q) -> r) -> s) -> (((t -> (u -> u)) -> ((v -> (s -> ~p)) -> (~~s -> t))) -> ~q), False
~(~(~~~(p -> (~(q -> ~r) -> ~p)) -> ((q -> ((s -> t) -> p)) -> u)) -> (v -> ~s)), False
((p -> (((q -> r) -> s) -> t)) -> ~~(((~(u -> v) -> ~~(v -> ~~r)) -> t) -> r)) -> p, False
p -> (~((~q -> (r -> (s -> (t -> s)))) -> (u -> (~(v -> (~t -> p)) -> s))) -> ~(s -> s)), True
((((~p -> ~~(~(~q -> ((r -> (s -> ~p)) -> t)) -> s)) -> u) -> (~v -> v)) -> p) -> t, False
((p -> q) -> r) -> (((((s -> (~(t -> (p -> u)) -> ~(~v -> v))) -> r) -> p) -> u) -> (s -> q)), False
p -> (q -> ((r -> s) -> (q -> ((((q -> t) -> (u -> ~p)) -> (v -> r)) -> (((t -> r) -> p) -> r))))), False
(p -> (~~((q -> (~p -> ((r -> (~~s -> q)) -> (((r -> t) -> r) -> r)))) -> u) -> v)) -> s, False
(((((~p -> q) -> r) -> s) -> t) -> ((s -> ~~u) -> r)) -> ~~(p -> (t -> ~~(v -> v))), True
((p -> ~(q -> (~(r -> ~s) -> ~p))) -> (t -> ~(u -> ~(v -> ~~~(t -> q))))) -> s, False
~(~~(((p -> (q -> ((~(~q -> (p -> r)) -> s) -> s))) -> t) -> ~~(t -> u)) -> v) -> p, False
p -> ~(((q -> r) -> s) -> ~~(~(t -> u) -> (u -> ((u -> ((~q -> r) -> q)) -> (r -> v))))), False
(p -> q) -> (r -> ((((((s -> p) -> (p -> t)) -> (u -> ~((q -> v) -> s))) -> ~p) -> ~v) -> s)), False
((p -> (~q -> r)) -> (s -> p)) -> ((t -> u) -> (~p -> (((s -> r) -> ~(s -> q)) -> (v -> t)))), True
~(p -> ((~(~(q -> r) -> ((s -> (t -> s)) -> u)) -> (v -> (t -> s))) -> (((p -> s) -> r) -> v))), False
(~~(((p -> q) -> (r -> ~p)) -> s) -> ~((r -> ~(t -> (~(~u -> t) -> v))) -> v)) -> s, False
~~~(((p -> (q -> ((((r -> (((s -> p) -> t) -> u)) -> q) -> t) -> r))) -> (~~v -> u)) -> u), False
p -> ~(q -> (~((~(r -> s) -> (t -> u)) -> v) -> ((s -> (v -> ~(q -> s))) -> ~(s -> r)))), False
~((p -> q) -> ((r -> s) -> (r -> (~(~~~(t -> u) -> (((t -> u) -> (v -> v)) -> s)) -> s)))), False
~(((p -> q) -> r) -> (((~s -> s) -> ((t -> (p -> (q -> (~q -> s)))) -> (~~r -> u))) -> v)), False
~(((~(p -> ~(q -> r)) -> p) -> ~((q -> (s -> (r -> t))) -> p)) -> (~u -> (r -> p))) -> v, False
~(p -> q) -> ((r -> ~s) -> ~((~(((((q -> (s -> t)) -> u) -> p) -> p) -> ~s) -> v) -> t)), False
~((((p -> (q -> (r -> s))) -> r) -> (((t -> (u -> (~(~s -> u) -> p))) -> t) -> t)) -> (u -> v)), False
p -> (((q -> p) -> r) -> ((s -> t) -> (s -> (~u -> (((t -> t) -> ((v -> r) -> (p -> v))) -> p))))), True
((p -> q) -> (((r -> s) -> s) -> (t -> (p -> ((s -> (((q -> ~r) -> u) -> r)) -> (v -> r)))))) -> u, False
~(((p -> (q -> ~(((~r -> s) -> (t -> ((q -> (~(s -> t) -> p)) -> u))) -> ~v))) -> r) -> s), False
((((p -> (q -> (r -> q))) -> (s -> (p -> t))) -> u) -> ((t -> (q -> ~(u -> (u -> r)))) -> p)) -> v, False
(p -> q) -> (r -> (~(~~p -> (s -> (((t -> (u -> (t -> (v -> u)))) -> (s -> t)) -> u))) -> q)), True
~((p -> q) -> (~q -> (r -> ~(q -> ((r -> q) -> (s -> ~t)))))) -> (((u -> v) -> v) -> ~s), False
(p -> (p -> ((~((((((p -> q) -> (r -> s)) -> t) -> s) -> (u -> v)) -> (r -> q)) -> v) -> q))) -> s, False
((p -> (q -> ((~r -> s) -> ~(t -> (u -> q))))) -> (s -> (~p -> ((v -> (u -> p)) -> s)))) -> r, False
p -> ((q -> ((((~r -> (~s -> ((q -> ((t -> u) -> u)) -> q))) -> (p -> s)) -> u) -> ~t)) -> v), False
((((p -> (q -> r)) -> ((s -> (t -> t)) -> (~q -> ~p))) -> u) -> v) -> (s -> (~(p -> u) -> v)), False
~(((((p -> ((p -> ((q -> r) -> s)) -> q)) -> t) -> r) -> (r -> (r -> ~q))) -> ~u) -> (r -> v), False
p -> (((p -> (((q -> ~r) -> s) -> t)) -> ~(~(r -> ~s) -> ~u)) -> ((s -> q) -> (v -> u))), False
p -> ((q -> ~r) -> (s -> (p -> (((q -> (~((t -> u) -> v) -> (q -> (q -> ~q)))) -> v) -> v)))), False
(((~((p -> q) -> p) -> r) -> p) -> ~s) -> (((t -> ((~~u -> v) -> ~(q -> u))) -> v) -> p), False
p -> ~((q -> (~r -> q)) -> ((s -> (t -> p)) -> (u -> (((~~(p -> r) -> ~p) -> v) -> s)))), False
((~(p -> q) -> r) -> ((s -> ~p) -> t)) -> ((u -> (p -> (q -> v))) -> ~(u -> ((p -> s) -> r))), False
(p -> ((q -> r) -> (p -> s))) -> (~s -> ((((r -> ((p -> ~t) -> u)) -> r) -> ~(s -> q)) -> v)), False
((p -> (q -> (~((r -> (s -> q)) -> r) -> ~((t -> ((p -> t) -> u)) -> (p -> r))))) -> ~v) -> v, False
(p -> q) -> ((((~p -> r) -> ~(s -> t)) -> ~((~~~s -> u) -> ~(t -> (p -> s)))) -> v), False
(p -> (q -> (((r -> s) -> t) -> u))) -> ((~u -> u) -> (~(~(v -> (t -> s)) -> p) -> (v -> r))), False
p -> ((~(q -> q) -> ~((~r -> ~(s -> p)) -> (~(s -> (~t -> q)) -> u))) -> ~(v -> p)), False
((~((p -> p) -> q) -> (~((((r -> s) -> t) -> p) -> u) -> ~(v -> q))) -> ((p -> q) -> q)) -> s, False
((p -> q) -> ((~r -> (s -> p)) -> s)) -> ((t -> ((u -> (v -> r)) -> s)) -> (~p -> (~q -> v))), False
~(~~(p -> (((q -> ~r) -> ((s -> ((t -> r) -> (u -> (u -> u)))) -> ~t)) -> (s -> r))) -> v), False
p -> ~((q -> r) -> (((((s -> (s -> r)) -> q) -> t) -> (((~u -> v) -> (v -> ~t)) -> u)) -> r)), False
~(((((p -> (((p -> ((~p -> q) -> (q -> ~~r))) -> s) -> t)) -> u) -> (v -> ~p)) -> s) -> t), False
(p -> ((~(q -> (r -> (r -> r))) -> ~(~s -> ~(((t -> t) -> s) -> u))) -> (~v -> v))) -> s, False
~(~(((p -> q) -> r) -> (((q -> ~((~~~~s -> t) -> u)) -> s) -> (s -> (s -> u)))) -> v), False
(~p -> (q -> ((p -> r) -> ((r -> s) -> ~((t -> u) -> s))))) -> ~~(((s -> r) -> ~v) -> r), False
(p -> (((((~p -> q) -> r) -> q) -> s) -> (~(t -> r) -> r))) -> ((u -> s) -> ((s -> ~v) -> r)), False
((p -> (q -> q)) -> ~r) -> ((s -> t) -> ~(p -> ((~~((t -> u) -> q) -> (p -> v)) -> ~u))), False
(p -> (((q -> (p -> (r -> q))) -> ((r -> p) -> (p -> (((s -> ~t) -> u) -> u)))) -> (p -> u))) -> v, False
((p -> (((~~(q -> r) -> (s -> t)) -> (q -> (s -> u))) -> ((s -> q) -> (v -> ~v)))) -> t) -> q, False
~p -> (q -> ~(r -> (s -> ((((t -> ((u -> ~r) -> q)) -> v) -> t) -> ((p -> t) -> (q -> p)))))), False
~((((p -> (p -> ((p -> q) -> r))) -> (((s -> q) -> q) -> (t -> q))) -> u) -> ~~(v -> s)) -> u, True
(p -> (q -> ((~((~~(r -> (r -> ((s -> p) -> t))) -> u) -> (q -> v)) -> (s -> t)) -> u))) -> v, False
~(p -> (~((~~q -> (q -> r)) -> (s -> ((((~p -> r) -> t) -> u) -> p))) -> ((u -> q) -> v))), False
(p -> q) -> ~((((p -> (r -> (s -> (~t -> ((t -> ((u -> v) -> r)) -> s))))) -> u) -> t) -> ~q), False
~~(p -> ~(q -> (p -> (r -> (s -> ~q))))) -> ((~t -> ((s -> ~u) -> r)) -> ~(v -> t)), False
((p -> (q -> r)) -> (((p -> s) -> r) -> ((~((((t -> u) -> t) -> s) -> u) -> p) -> (p -> u)))) -> v, False
~((p -> p) -> ((~~((q -> r) -> ~p) -> (~~(((s -> q) -> ~p) -> (t -> u)) -> p)) -> v)), False
(p -> q) -> ((~((~(p -> r) -> (p -> ~r)) -> s) -> t) -> (((u -> p) -> q) -> (v -> (p -> t)))), False
(((~((p -> ~(q -> (r -> ~p))) -> q) -> (~s -> t)) -> ~(u -> (s -> (p -> v)))) -> q) -> q, False
p -> ~~~((q -> r) -> ((s -> t) -> (((~(~u -> v) -> p) -> ((v -> v) -> t)) -> (s -> v)))), False
p -> (~~((~~q -> (r -> s)) -> ~~((p -> (t -> ~u)) -> ~(~~t -> q))) -> ~v), False
~((p -> ((p -> ((q -> (~r -> ~r)) -> s)) -> (~((s -> q) -> ~t) -> (s -> r)))) -> u) -> v, False
~((~(((p -> q) -> ((r -> q) -> s)) -> p) -> ~(((s -> s) -> ((r -> (t -> q)) -> p)) -> u)) -> v), False
p -> (~q -> ((r -> q) -> ((s -> (~t -> (~(t -> (u -> (((s -> t) -> r) -> s))) -> v))) -> t))), False
p -> ((((q -> ~r) -> p) -> (s -> t)) -> (u -> ((~q -> ~~(v -> (u -> ~(p -> s)))) -> r))), False
((p -> q) -> r) -> (((r -> s) -> t) -> (u -> ((v -> ((~((s -> s) -> p) -> s) -> ~r)) -> ~s))), False
((p -> (((q -> (r -> (r -> (~~p -> ~s)))) -> t) -> (u -> s))) -> v) -> ((t -> r) -> ~~q), False
((~p -> q) -> ~((~~r -> ((((((s -> q) -> (~p -> t)) -> p) -> u) -> v) -> u)) -> r)) -> s, False
(p -> ~(q -> ((((~((~r -> ((s -> t) -> p)) -> u) -> s) -> (v -> v)) -> p) -> s))) -> (v -> s), False
((p -> (q -> (p -> r))) -> ((s -> (p -> ((t -> p) -> (u -> v)))) -> t)) -> ~(u -> (~~u -> p)), False
~~((((p -> (q -> (r -> s))) -> t) -> r) -> ((q -> ((t -> u) -> (v -> v))) -> ((u -> ~q) -> p))), False
(p -> (~((~~~((~(q -> (~~r -> ~~s)) -> t) -> r) -> t) -> p) -> (q -> u))) -> v, False
~~(((p -> q) -> ~r) -> (s -> ((p -> ~(~~t -> ((u -> (s -> u)) -> v))) -> ~(v -> r)))), False
~((p -> q) -> (r -> (r -> ((s -> (~(~t -> ~q) -> u)) -> ((~t -> (q -> q)) -> ~~v))))), False
((p -> ((q -> r) -> ~(r -> ((~s -> (t -> u)) -> ((s -> (p -> r)) -> t))))) -> ~(v -> s)) -> p, False
p -> (((((q -> r) -> s) -> ((t -> r) -> ~(t -> q))) -> q) -> (~(u -> ((u -> v) -> q)) -> ~s)), False
p -> ((((q -> r) -> (r -> (((s -> (t -> q)) -> r) -> t))) -> t) -> (~t -> ((u -> r) -> (v -> r)))), True
(~p -> ((((q -> (r -> (s -> (p -> (t -> s))))) -> ((q -> u) -> ~v)) -> ~p) -> t)) -> (r -> s), False
