formula, is_taut
p -> ~((q -> (r -> (~(p -> ~~~q) -> (s -> s)))) -> t), False
(p -> (~(q -> (r -> (s -> ~(s -> (~t -> r))))) -> r)) -> q, False
~p -> ~(q -> ((~(r -> (r -> (p -> s))) -> s) -> (q -> t))), False
~~p -> ~(~((q -> (~p -> r)) -> ((r -> s) -> p)) -> t), False
~~~(p -> ((q -> (r -> s)) -> (t -> ((q -> t) -> (t -> q))))), False
(p -> (q -> (((r -> (s -> s)) -> (s -> p)) -> (s -> ~t)))) -> r, False
(p -> q) -> (r -> (~(p -> (r -> s)) -> ((t -> r) -> (t -> s)))), False
~p -> ((q -> ((~(r -> s) -> ~p) -> ((t -> p) -> t))) -> t), False
p -> (~~((q -> ~(r -> ~s)) -> q) -> ~((q -> t) -> q)), False
(p -> ~((~q -> r) -> r)) -> ((p -> q) -> (s -> (r -> ~t))), False
((~~p -> (((p -> q) -> ~r) -> (s -> ~t))) -> ~r) -> r, False
~((~(p -> q) -> ~((q -> r) -> s)) -> p) -> (t -> (t -> r)), False
(p -> (q -> ((((r -> p) -> (~r -> (s -> r))) -> r) -> s))) -> t, False
~((~(p -> (~(q -> ~r) -> (~r -> s))) -> (t -> t)) -> q), False
((p -> ~(((q -> ~q) -> ~(r -> ~r)) -> s)) -> ~t) -> p, False
p -> (~q -> (r -> (~q -> ((s -> (t -> (q -> ~p))) -> q)))), False
(p -> ((((q -> r) -> r) -> (s -> ~~(p -> q))) -> ~t)) -> s, False
~(~((p -> (q -> q)) -> p) -> (r -> s)) -> (~~~t -> t), False
~(((p -> ~p) -> (q -> (((r -> r) -> ~s) -> t))) -> ~~p), False
(p -> ((q -> (p -> r)) -> ~~(s -> ~p))) -> (~~t -> t), True
p -> (q -> ~(p -> (r -> (((s -> (q -> p)) -> t) -> (p -> s))))), False
(~~~((~(p -> ~((q -> r) -> p)) -> s) -> t) -> s) -> r, False
((~p -> (((q -> ~p) -> (r -> s)) -> ~q)) -> (r -> t)) -> q, False
p -> ~(~q -> (p -> ~(((r -> (s -> t)) -> ~~t) -> q))), False
(((~~p -> ((q -> r) -> r)) -> (r -> s)) -> s) -> ~(t -> q), False
~~(((p -> (q -> r)) -> ~(s -> (q -> p))) -> t) -> (s -> t), False
p -> (q -> (~~(~q -> ((((r -> s) -> s) -> t) -> p)) -> r)), False
(p -> (~q -> (r -> s))) -> (~p -> ~(t -> (t -> (q -> q)))), False
((p -> ((q -> r) -> ((p -> q) -> (s -> p)))) -> ~~~t) -> r, False
(p -> ~(p -> (~~q -> (r -> ~(~s -> q))))) -> (r -> t), False
(((p -> q) -> (r -> ((s -> q) -> t))) -> ~t) -> ((s -> q) -> r), False
~p -> ((~((q -> (r -> ~(s -> t))) -> r) -> r) -> (q -> q)), True
((~p -> ~q) -> (((r -> (s -> ~t)) -> s) -> (p -> t))) -> r, False
~((p -> ~~q) -> (((r -> s) -> ((t -> s) -> s)) -> r)) -> r, False
p -> ((((q -> q) -> ((r -> ~~s) -> p)) -> (r -> t)) -> ~p), False
((~(p -> p) -> q) -> (r -> r)) -> (s -> ((t -> q) -> ~~q)), False
~((p -> q) -> ((r -> (p -> ~(~s -> t))) -> t)) -> (q -> t), False
~p -> (((p -> (q -> (p -> r))) -> ((s -> t) -> s)) -> (s -> p)), False
p -> ((((((p -> q) -> ~r) -> (~r -> ~s)) -> r) -> p) -> t), False
~(((p -> ((p -> q) -> r)) -> (s -> (t -> q))) -> r) -> ~~p, False
(p -> (q -> ~(r -> (q -> r)))) -> (r -> ((s -> q) -> (t -> p))), False
p -> (q -> ((~~r -> s) -> (((s -> s) -> p) -> (t -> ~q)))), False
((~(p -> (q -> r)) -> ~~s) -> (~(p -> ~t) -> r)) -> s, False
((~p -> q) -> (q -> ~r)) -> ~(r -> (q -> ((s -> t) -> s))), False
(~p -> ((q -> (~~r -> (r -> ((s -> t) -> q)))) -> r)) -> p, False
p -> ((q -> r) -> ((~(s -> s) -> (r -> ((s -> q) -> t))) -> r)), False
~(~p -> ((((q -> ((r -> r) -> ~s)) -> q) -> t) -> s)) -> p, False
p -> (q -> ((((r -> p) -> (~q -> (p -> (p -> s)))) -> q) -> t)), False
p -> ~((p -> ~(p -> ((~q -> (r -> s)) -> t))) -> (q -> t)), False
((((p -> q) -> r) -> ((q -> s) -> t)) -> ~(s -> (t -> s))) -> r, False
~((p -> (((q -> p) -> ~(~~(r -> s) -> t)) -> ~q)) -> s), False
((p -> ((~(q -> p) -> r) -> ~s)) -> ((t -> p) -> ~s)) -> q, False
p -> (q -> ((r -> s) -> ~~((t -> ((~q -> s) -> r)) -> s))), False
(~p -> ((q -> p) -> (~(((r -> r) -> ~s) -> q) -> p))) -> t, False
p -> ((p -> (~q -> (q -> r))) -> (((s -> s) -> q) -> (r -> t))), False
p -> (((~(p -> (((p -> q) -> q) -> q)) -> r) -> (s -> t)) -> s), False
(~((((~p -> (~q -> r)) -> q) -> ~q) -> ~s) -> t) -> s, False
~~~~((p -> (q -> r)) -> s) -> ((~r -> (q -> t)) -> t), False
p -> ((q -> ~~q) -> (r -> (s -> (((s -> ~t) -> q) -> s)))), True
~((~(~p -> q) -> (r -> ((r -> (q -> s)) -> t))) -> (r -> r)), False
~p -> ((~((p -> (((q -> ~p) -> r) -> s)) -> r) -> r) -> t), False
p -> (~~q -> (p -> (r -> ((q -> s) -> ((r -> ~t) -> s))))), True
~~p -> ((q -> (p -> r)) -> ~((~~~s -> ~t) -> p)), False
~~((((p -> ((q -> r) -> q)) -> ((s -> ~s) -> s)) -> r) -> t), False
p -> ~((~(~~q -> r) -> q) -> (~s -> (p -> (t -> p)))), False
(((p -> (q -> r)) -> ((s -> t) -> p)) -> t) -> (~s -> (s -> p)), True
(p -> (q -> (r -> ~q))) -> ((~r -> (~~s -> ~t)) -> t), False
(~p -> (q -> r)) -> (r -> ((s -> ~(~(t -> q) -> q)) -> t)), False
((p -> ~((q -> r) -> ((q -> r) -> s))) -> ((t -> r) -> t)) -> p, False
((p -> ~q) -> q) -> (((r -> (s -> t)) -> ((t -> r) -> s)) -> r), False
~~(~p -> ~(((q -> r) -> (~p -> p)) -> q)) -> (s -> t), False
~((p -> (q -> r)) -> (p -> (~((~~q -> ~s) -> t) -> r))), False
p -> ~((q -> ((q -> r) -> (s -> ~(t -> t)))) -> ~(t -> t)), False
((p -> q) -> (r -> (s -> ((t -> r) -> t)))) -> (q -> ~(p -> s)), False
((~p -> ~(q -> (~(q -> ~~(q -> r)) -> s))) -> t) -> r, False
p -> (q -> (~(((~q -> r) -> p) -> s) -> (~(t -> q) -> t))), True
~((~p -> q) -> ~((r -> ~(~p -> p)) -> ~~s)) -> t, False
~p -> (~((q -> (r -> ~~s)) -> r) -> (q -> ~~~t)), False
(p -> q) -> (r -> ((p -> p) -> (s -> (q -> (r -> (p -> ~t)))))), False
~((p -> q) -> ~~~(((r -> ~q) -> s) -> (t -> (t -> r)))), False
(((p -> q) -> r) -> (s -> t)) -> (~((s -> r) -> (t -> r)) -> r), False
(p -> (~(~(~~q -> r) -> s) -> ~(~t -> p))) -> ~q, False
~((p -> (~q -> q)) -> p) -> (((~r -> s) -> q) -> (p -> t)), True
p -> (((((q -> r) -> r) -> (((s -> q) -> p) -> ~t)) -> p) -> r), False
~p -> (((q -> (p -> (~(~r -> r) -> (s -> t)))) -> r) -> s), False
(~((~(p -> q) -> r) -> (s -> r)) -> (t -> ~p)) -> ~~p, False
~((p -> q) -> (r -> ((((p -> s) -> ~~q) -> t) -> (q -> r)))), False
(((~~p -> (q -> ~(r -> p))) -> (~~q -> r)) -> s) -> t, False
((~~p -> q) -> ~r) -> (s -> (r -> ((t -> ~r) -> ~s))), False
(((p -> q) -> ~r) -> q) -> (s -> (((p -> (r -> p)) -> t) -> s)), True
(p -> q) -> (r -> (~s -> ((~(t -> s) -> (~r -> p)) -> t))), False
((p -> q) -> ~((((p -> (r -> s)) -> (t -> t)) -> t) -> r)) -> r, False
(((p -> p) -> ~~(((q -> r) -> p) -> ~s)) -> (t -> r)) -> r, False
~~(((p -> q) -> (~r -> (s -> p))) -> ~~(p -> p)) -> t, False
(((~p -> (q -> p)) -> r) -> ~s) -> ~(r -> ((t -> s) -> q)), False
((p -> q) -> q) -> (~(~((~r -> p) -> s) -> (q -> s)) -> t), False
p -> ((q -> q) -> (~r -> ~((r -> (s -> ~(t -> r))) -> q))), False
(p -> (~q -> (~~r -> s))) -> (p -> ((t -> (r -> t)) -> r)), False
((p -> (q -> (~q -> r))) -> (p -> r)) -> (~(s -> t) -> ~q), False
((p -> (q -> (p -> (r -> (s -> ~(q -> (t -> q))))))) -> s) -> p, False
~(~(((p -> q) -> ~(q -> (r -> s))) -> s) -> (t -> (s -> p))), False
(p -> ((q -> r) -> ~((((s -> p) -> p) -> (r -> s)) -> s))) -> t, False
(p -> ~(~q -> (~r -> (s -> (p -> t))))) -> (q -> (s -> s)), True
(((((p -> p) -> ~((q -> r) -> s)) -> q) -> q) -> q) -> (t -> q), False
p -> (q -> (r -> (q -> ((r -> (~~q -> s)) -> (s -> ~t))))), False
(~(~(p -> q) -> ((r -> r) -> ~~s)) -> q) -> (~r -> t), False
(~p -> ~((q -> r) -> s)) -> ((s -> q) -> ~((r -> t) -> s)), False
(p -> ~(~~p -> (~q -> (r -> s)))) -> (~t -> (s -> s)), True
((p -> ((q -> ((r -> (s -> p)) -> ~r)) -> t)) -> ~s) -> ~s, False
~(~~~(((p -> (q -> ~r)) -> p) -> s) -> ~(r -> ~t)), False
(p -> q) -> ((q -> ~~~(~r -> (s -> r))) -> ~(q -> t)), False
~((~(p -> ~(~~~q -> p)) -> ~(r -> (p -> s))) -> t), False
~(~p -> ((q -> r) -> ((s -> (s -> (t -> t))) -> p))) -> ~q, False
p -> (((~~(p -> (q -> p)) -> r) -> (s -> p)) -> ~(r -> t)), False
(p -> (((q -> (r -> s)) -> ~r) -> s)) -> (t -> (t -> (p -> r))), False
(p -> q) -> ((((q -> r) -> s) -> ~(r -> (p -> p))) -> (s -> t)), True
~((p -> q) -> (((p -> r) -> (((s -> t) -> (p -> q)) -> r)) -> t)), False
(p -> (~(((p -> q) -> r) -> ~(~~~s -> q)) -> t)) -> q, False
((~p -> q) -> (r -> ~s)) -> ~(t -> (~~r -> (s -> t))), False
p -> (q -> (r -> (~~(p -> s) -> ((~~~r -> t) -> r)))), True
((p -> p) -> (((p -> ~p) -> q) -> (r -> ((q -> s) -> r)))) -> t, False
p -> ((q -> r) -> ~~(((q -> s) -> ~(q -> t)) -> (p -> s))), False
(((p -> q) -> r) -> ~~((s -> ~((s -> q) -> r)) -> q)) -> t, False
~(((p -> ~q) -> r) -> ((~s -> (((r -> s) -> q) -> t)) -> q)), False
((((p -> (q -> r)) -> s) -> ~t) -> (p -> ((r -> t) -> s))) -> p, False
p -> ((~q -> (p -> (r -> ((s -> r) -> (~q -> p))))) -> ~t), False
((p -> q) -> ((q -> r) -> (~~((q -> s) -> t) -> q))) -> ~q, False
(p -> ~((~q -> r) -> q)) -> ((r -> (s -> (r -> ~t))) -> q), False
(p -> (q -> q)) -> ((r -> r) -> ((s -> ~(r -> (r -> t))) -> q)), False
((p -> (((q -> r) -> r) -> (((s -> q) -> t) -> ~t))) -> q) -> s, False
~((~p -> ((q -> ~(r -> r)) -> s)) -> r) -> ~(t -> ~r), False
~((((p -> ~q) -> r) -> (((q -> s) -> (t -> r)) -> ~r)) -> q), False
(((p -> (q -> (r -> p))) -> (s -> (t -> (~p -> p)))) -> p) -> t, False
((((~p -> (p -> q)) -> p) -> q) -> (r -> (r -> (s -> t)))) -> t, False
(p -> (q -> ((((~~q -> r) -> p) -> r) -> ~s))) -> (q -> t), False
(~((~~p -> (q -> (~(r -> ~s) -> r))) -> q) -> s) -> t, False
p -> ((~q -> q) -> ((p -> ~~((q -> (r -> s)) -> t)) -> p)), True
~p -> (q -> ((~~r -> (((r -> (s -> q)) -> t) -> q)) -> r)), False
(p -> ((~((q -> r) -> r) -> s) -> q)) -> (~t -> ~~~p), False
~(p -> (q -> (q -> ~(~r -> ((s -> s) -> (t -> (t -> r))))))), False
p -> (((((q -> (p -> ~r)) -> (p -> q)) -> s) -> (s -> r)) -> t), False
p -> (~q -> ((q -> ~~r) -> ((~(r -> s) -> t) -> ~s))), False
p -> ~(q -> ((p -> ~((r -> ~~q) -> (~s -> t))) -> r)), False
(p -> ((~~(q -> ~p) -> r) -> ~p)) -> ~~(~s -> t), False
((p -> p) -> (~(q -> r) -> r)) -> ((~s -> s) -> ~(r -> t)), False
((~(p -> ~q) -> r) -> (((~s -> (q -> s)) -> r) -> q)) -> t, False
(~p -> ((q -> ~(r -> (q -> (~p -> q)))) -> s)) -> (t -> p), False
~((~p -> q) -> ((((q -> p) -> (q -> r)) -> s) -> (p -> ~t))), False
~(~p -> (q -> ((~r -> r) -> s))) -> ((t -> p) -> ~~t), False
(p -> q) -> ((r -> (r -> ((p -> ((p -> s) -> ~p)) -> t))) -> p), False
p -> (~q -> (((q -> (~~(r -> r) -> (s -> r))) -> t) -> s)), False
~((p -> ~((~(~q -> r) -> s) -> (s -> t))) -> ~(r -> s)), False
p -> ((q -> ~p) -> ((((r -> q) -> (q -> (r -> s))) -> t) -> s)), False
~(p -> ~~((~((p -> q) -> (r -> s)) -> p) -> ~t)) -> p, True
((((((p -> q) -> r) -> s) -> (~t -> p)) -> p) -> p) -> (t -> t), True
~~~(((p -> (p -> ((q -> p) -> (~~r -> s)))) -> t) -> s), False
p -> ((((~~q -> q) -> r) -> r) -> ((~r -> s) -> (s -> t))), False
~(~~(p -> ~(~q -> r)) -> ((s -> (t -> t)) -> (s -> p))), False
(p -> (q -> (p -> (((r -> r) -> ~s) -> (s -> t))))) -> (r -> p), False
~(p -> ~q) -> ~(((~~r -> (s -> p)) -> (p -> r)) -> t), False
(p -> ~q) -> ~(r -> (~(s -> (s -> r)) -> (~p -> ~t))), False
p -> ((~((~q -> r) -> (((r -> s) -> p) -> ~t)) -> t) -> r), False
((p -> (~~q -> (r -> p))) -> (s -> ~t)) -> (~~r -> r), True
p -> (((p -> q) -> (p -> (r -> (s -> (~~s -> p))))) -> ~t), False
p -> (~((((q -> r) -> (s -> r)) -> (~r -> t)) -> r) -> ~r), True
(~p -> (~(q -> (r -> (s -> s))) -> ((~t -> q) -> r))) -> t, False
(((p -> ((q -> r) -> ~q)) -> s) -> (r -> p)) -> (t -> (s -> r)), False
~(((p -> p) -> q) -> r) -> ~(s -> (t -> (~(t -> s) -> q))), False
p -> ~(q -> (~r -> ((r -> s) -> (t -> ~~(r -> ~s))))), False
(p -> (((q -> p) -> r) -> q)) -> (r -> ((p -> (s -> ~r)) -> t)), False
~(((p -> (q -> ~~r)) -> s) -> (q -> (q -> ((q -> s) -> t)))), False
((~~p -> q) -> ((q -> (r -> (q -> ~r))) -> s)) -> ~~t, False
~p -> (q -> (~((r -> p) -> ((s -> p) -> (p -> ~q))) -> t)), True
((p -> (q -> (((p -> r) -> (~(s -> t) -> q)) -> r))) -> s) -> t, False
(p -> ((q -> (~r -> q)) -> (~s -> (q -> ~(t -> q))))) -> r, False
p -> (~(q -> r) -> ((~p -> s) -> (q -> ((r -> t) -> ~p)))), False
~((((~((p -> ~q) -> r) -> r) -> s) -> q) -> (~t -> ~r)), False
((p -> q) -> ~~(r -> s)) -> ((t -> ~(~p -> ~q)) -> s), False
(p -> ((q -> q) -> ((r -> ((p -> s) -> r)) -> (s -> ~t)))) -> p, False
(p -> q) -> (r -> (((((~s -> (p -> t)) -> p) -> p) -> t) -> p)), False
~(((((p -> q) -> ~~(r -> p)) -> s) -> ~s) -> (p -> ~t)), False
p -> ((~(q -> ~q) -> (r -> ((s -> t) -> s))) -> (p -> ~t)), False
((p -> q) -> r) -> (p -> ((((q -> (~p -> s)) -> s) -> t) -> q)), False
(p -> q) -> ((((r -> p) -> s) -> q) -> (p -> (q -> (s -> ~t)))), False
(~p -> ~q) -> ~(~(r -> (r -> s)) -> (t -> ~(t -> r))), False
~~((p -> q) -> (~r -> ((q -> ((r -> s) -> s)) -> ~~t))), False
~(p -> (~q -> (((q -> (r -> ~s)) -> (~s -> ~t)) -> p))), False
(~p -> ~((((~p -> p) -> q) -> (p -> (r -> s))) -> t)) -> s, False
~~(~~p -> ~(~(((q -> r) -> s) -> (p -> ~t)) -> t)), False
~~p -> (((~q -> r) -> (p -> (~(~s -> s) -> t))) -> r), False
(((p -> q) -> ~~r) -> (((s -> q) -> s) -> q)) -> ~(t -> q), False
(p -> q) -> (((r -> (~~(r -> q) -> ~s)) -> t) -> (t -> s)), False
((((p -> q) -> r) -> p) -> ~r) -> (s -> (~r -> (p -> ~t))), False
~((p -> ((p -> p) -> (q -> r))) -> ~(p -> (~s -> ~~t))), False
(p -> (q -> (q -> ((r -> ~s) -> p)))) -> ((q -> (p -> s)) -> t), False
(~p -> p) -> ~~((q -> ~~~(r -> (s -> ~r))) -> t), False
~(((p -> ~q) -> p) -> (~(r -> (s -> (t -> ~~p))) -> t)), False
((~~p -> ((~p -> ~~(p -> (q -> r))) -> s)) -> q) -> t, False
p -> ((~((q -> r) -> ((q -> p) -> s)) -> t) -> ~(~q -> q)), False
(p -> (q -> r)) -> (s -> ((~r -> ((q -> (t -> r)) -> t)) -> q)), False
((~(p -> (((~(q -> r) -> s) -> t) -> q)) -> r) -> ~q) -> s, False
(p -> (((p -> (~p -> q)) -> (r -> s)) -> (t -> p))) -> (t -> s), False
p -> ((((q -> p) -> ~(r -> p)) -> s) -> (t -> (t -> (r -> s)))), False
~p -> ((q -> ((q -> (r -> ~s)) -> p)) -> (q -> ~(t -> q))), False
~(~(p -> q) -> (((p -> (~r -> ((s -> t) -> r))) -> p) -> p)), False
((~p -> (q -> (~~p -> r))) -> ((q -> s) -> (t -> t))) -> q, False
(((p -> (~~(q -> p) -> (r -> ~(r -> q)))) -> s) -> p) -> t, False
