formula, is_tautology
(((p v q) & (~p & r)) & p) v ((q v r) v ((q & s) & t)), False

(((p & (q v ~q)) & ((r -> p) & s)) & (t v r)) & (s v q), False

~~((p -> q) -> (r v r)) -> ((p v ~(s -> p)) -> (t -> t)), True

~(((~p & ~((q & r) v q)) v ((r & s) & t)) & t) -> q, False

p & (((p -> q) v p) & ((r v ((s & r) -> (~t v p))) v q)), False

(p v (q -> p)) & (((r -> ~((q -> ~s) v p)) v ~t) -> s), False

~(p v ((((p & q) & r) v (p & (q v (s -> r)))) & (s -> t))), False

p & ((((p -> (q -> r)) & r) v ((s v r) -> t)) v ~(q & s)), False

p -> (q -> (((r -> q) -> s) & ((~s -> (p -> (q v t))) -> p))), False

((p & (q v ((q v ((~r -> s) & t)) -> q))) & r) -> (r & q), False

~((p & (q & ((r & ~p) -> (p v (s v (p v t)))))) v ~q), False

p -> ((q -> r) v (r v (s & ((p v (~(t v q) -> s)) -> t)))), False

p -> ((q v ~~r) v (s v ((p & s) v (s -> ~(t -> r))))), True

p v ((q & ((r -> ((q & s) v r)) -> t)) v (s -> ~(t -> p))), False

p -> ((q v ((r -> (r -> ~((p -> ~s) v ~s))) v t)) & p), False

~(p v (q & ~(r -> (((q -> s) & t) & (q v ~(t & q)))))), False

((~p & q) -> (r -> (s & ((s v (p -> (t v p))) v r)))) v p, False

(~(((p -> q) v (r v ((p & ~s) -> ~r))) -> s) & s) v t, False

p -> (~(q -> ~(((p -> r) v ((s v q) -> ~s)) -> s)) v t), False

(p v (q & p)) & (~((r & r) v ~~p) v (s -> (t & s))), False

~(p & (q v ((q v r) & (~(~(p -> s) & (r & p)) -> t)))), False

((p v q) -> (((r -> ((p v (r -> s)) & t)) & t) -> r)) -> ~p, False

((~p -> (q & p)) & p) & (~(r & (~(s & t) v p)) -> t), False

~(p v ((((q v ((q & r) v s)) v ((p -> r) & r)) & t) v p)), False

(p -> (((((p v (q v p)) v q) v p) & (~r & q)) -> s)) v t, False

(p & (q -> r)) v (q & (~(s & r) -> (t -> (t -> (p & s))))), False

(p -> (q -> r)) & ((q v ~(s v r)) & ((t v (q -> q)) -> s)), False

~(p -> q) v (((r v (r -> s)) v q) & (t v ((p & t) v p))), False

((p & (~((((q v q) -> r) v q) & q) & s)) -> t) -> (p -> r), False

(((p v (~q & r)) -> (s & (q v t))) & (t v s)) v (p & r), False

(((p v q) & (p & ((p v ~((r & s) v t)) v r))) -> q) & s, False

(~(p & q) & ((r v r) -> (q -> (r -> ~(r -> ~s))))) -> t, False

p & (q v (q -> (r -> (p v ~(q -> ~((s -> ~t) & s)))))), False

p v (~((q & (p -> (p & (r & q)))) -> (s v (p v t))) -> q), True

p -> ((~(q -> r) v (~p & p)) -> ((r v (s v p)) -> ~t)), False

(p v q) -> (p -> (~(((r v (s v q)) v t) & (p & q)) v p)), True

(p & (p v (q & p))) -> (((r & s) & (t & (p -> q))) -> ~p), False

(p -> ((p v (((q -> r) & s) v (s & s))) -> ~(t -> p))) & p, False

~(p & ((~((q -> (q & (q -> q))) -> ~r) & q) v (s v t))), False

(((p v ~q) & (r v q)) & r) v (s -> (t v (p -> (t v s)))), True

~(p & q) -> (((r & (r v s)) v ((p -> t) v (r & t))) & p), False

~(~(p -> (q -> (r & (r -> (q v s))))) -> s) & (s -> ~t), False

~(p & (((q -> r) v (s -> (p -> (q & r)))) & ~(~s & t))), False

~(~(p v ~~((~((q v r) v (s v r)) -> s) v p)) -> t), False

((~p v (q -> r)) -> s) & ((q v t) v ((r & p) & (p & t))), False

((p v (((q v r) v r) v (((q -> ~s) -> q) & r))) & r) & t, False

(~(~p -> q) v (p & ((r & s) -> ~t))) -> (q -> (r & r)), False

p v (((q -> ~(~p & r)) -> ~((r -> (s & s)) v s)) v t), False

p -> ~(q -> ((r v (s v t)) v (~((t & q) -> ~q) -> r))), False

(~((((p & (q v r)) -> s) v ((t -> t) & s)) -> q) -> q) v t, False

p v (~q v (r -> (~~~q v (~(p v (q -> s)) -> t)))), False

~p & (((q v ((~~r -> q) v ((s & t) -> r))) & r) v q), False

((((p & q) v q) v (r -> ~(q & p))) & q) & ((s v r) -> t), False

~((p v ((p & (q v (r v (p -> p)))) v r)) & s) & (q & t), False

p v (~(((((q & (r v s)) v (p & r)) v t) -> s) -> r) & q), False

p v (q v (r v ((r -> (~s & (r v (~~t & s)))) -> s))), False

(p & q) -> ((r v r) & ~(r -> ((s & t) & (p -> (t -> p))))), False

p v ~~(((q -> (q v ((r -> s) & (t -> ~t)))) -> q) v s), False

~((p -> ((((q -> r) & s) -> ((s -> (q & p)) v r)) -> t)) -> q), False

(p & ((~(q v (((r v (p -> s)) v p) & s)) & p) & t)) & s, False

p v ((q v q) v ((~r -> ~(((s -> p) & t) -> p)) -> ~r)), False

(p v ((p -> ((q -> r) -> q)) -> (s -> ((r -> t) -> t)))) -> ~s, False

((p v ((q v (q v r)) -> q)) -> s) -> (~s & (t & (t & t))), False

p & ((~(~(q v (~r & q)) v s) v t) & (p & (s v s))), False

(p & ~~(q -> ((p & r) -> q))) -> (~p & (s & (t & r))), False

p -> ((((p & q) & ~(r v r)) & p) -> (~~(s -> t) & r)), False

(p -> ((q -> r) v (~~(~s -> t) -> (s & q)))) v (r -> s), True

p & (~((((~((q & r) & q) -> s) v s) -> p) -> t) & ~r), False

p -> ~(q & (r -> (((((s v (p & t)) v q) -> t) & t) -> r))), False

(p -> (q -> ~(r -> s))) -> (((((s -> p) -> p) -> r) v r) v t), False

((p -> (((((q -> r) v (~q v q)) -> s) v t) -> q)) & q) & p, False

~((p & ((((q v (r v r)) & q) & (s & (q & r))) v t)) & p), False

p & ((p v ((~q -> (~(p & r) & (r v s))) -> s)) -> ~t), False

p v ((~(p & q) -> ((((~r v q) & s) & t) & ~t)) & r), False

(p & p) v ~(q & (r v ~((r -> (r -> s)) & ~(p -> t)))), False

((((p & ~~q) v ((r -> ~p) & s)) & p) -> r) & (t v s), False

p -> (q & ((((r & s) -> ((t -> ~t) -> ~~q)) & r) & p)), False

(((p & ~(~~q -> (r & s))) & r) -> (t v s)) -> (s v t), False

((p & (q -> (q v (p & (~r -> s))))) & s) & ((r -> s) & t), False

p -> ~((((((q & ~q) -> r) v s) -> (~p v q)) -> t) v p), False

~((~p -> ((p & q) -> r)) & (~r v ((s v q) v (s v t)))), False

p v (q -> (r v (((p -> s) -> ((q v t) -> (~r & t))) -> p))), False

~(p v ~(q v ~((((r & q) -> (s & r)) v p) -> q))) v t, False

(p & (q -> (((~r & s) & ((~t v r) -> q)) & ~t))) & t, False

(p v q) v ((~p -> r) -> (((s v ((p -> r) v s)) & q) & t)), False

~~p v ((q -> (~q & (r v (s -> t)))) v (~~r -> s)), False

(p -> (q -> ((((r v p) & s) v t) -> p))) & ~(p -> (t -> t)), False

(((p -> q) & r) v ((r -> ~r) v ((s v s) & r))) -> (p & t), False

~(((p v (((((q -> r) -> s) v r) -> t) & p)) -> (t -> r)) v t), False

p -> ((q & ~(p -> ((p v r) & ~(p -> (q & s))))) v ~t), False

~((p -> (p v (q -> (~~q v (r -> s))))) -> (t -> p)) -> p, False

p v ~((q -> ((~(~~~r v s) & (p & t)) v p)) & s), False

((((p v ~q) & q) -> r) v (s -> (q -> ((s v p) -> t)))) -> q, False

p & ((((~(q & p) v (r & q)) v (p & s)) v (r v t)) & r), False

~((p -> ~q) v r) -> ((s -> (~p -> r)) v ((s & t) -> r)), True

~((~~p v (q -> (r v q))) & (r & (s v (t v (t v t))))), False

(p v ((~(q v (~(p & r) v (s v ~t))) & t) & q)) v q, False

(p v ~(((p & q) v (r v s)) & ((p -> r) & s))) -> (p v t), False

(~((p & q) -> (p -> r)) & ~((s & t) & (r & ~q))) -> t, False

~((p -> (((q v r) -> (((q & s) v s) v q)) & t)) & (r & t)), False

((p v ~((q -> r) -> ~((r -> s) -> ~(q -> t)))) & s) -> q, False

(p v ((((p & q) v r) -> (~s v (r -> (t & t)))) -> p)) v p, False

~~(~p -> ((q v r) -> p)) -> (s & ((r & t) -> (p -> p))), False

(((~((p -> q) -> q) & r) -> ((q & s) & t)) -> (s v p)) -> s, False

p v (q v (r v (r & (((s & (~t -> (s v r))) & s) -> q)))), False

(((~~p v p) v q) v r) -> (~s & ((t & r) v (t & r))), False

(((p -> q) v ~((r & (s v (t -> p))) v r)) v r) v (s -> p), True

~p -> ((q v ~((r & s) -> ((s & r) v q))) v (t -> ~q)), True

p & (~(((q v p) v (~r & s)) & ~t) v (s v (r -> r))), False

~p -> ((q -> ((r v p) v ((p -> r) v p))) -> ((s -> p) v t)), False

p -> (q -> ((~((q -> r) -> (s & t)) -> s) v (s & (t v r)))), False

((~(p v ~q) & r) v (~q -> s)) -> ((~~r v t) & q), False

~p -> ((p v (q & (r & s))) v (q -> ((r & t) v (s & p)))), False

(((p & (q -> q)) v r) & ~s) v (r & (r -> (t -> (s v t)))), False

~((p & q) & (((~r & ~p) -> s) & ((t v p) & p))) -> s, False

p -> ((q & (((r -> s) & t) & ((p v ~q) -> (t & s)))) & q), False

((p v (((~q -> ((q -> (p v q)) -> r)) v s) -> t)) -> t) -> p, False

(p -> q) -> ((((~r -> s) v r) v t) & (p & (t & (s & r)))), False

((~~~p v ((q & ((r v (s -> p)) & r)) -> p)) & t) -> p, False

((p & p) & (((q -> p) v ((r v r) & s)) & ~t)) & (t -> p), False

(((~~((p v p) v ((~q -> r) v r)) & r) & p) & s) -> t, False

~((p -> ((q v ((r & q) -> p)) & (s & r))) -> (t & (t v s))), False

((~p & ~p) & ((q & ((r -> ~s) v q)) v t)) -> (t -> q), False

~((p -> p) v ((q v r) -> ~(s -> (((~p -> r) & t) -> q)))), False

~(p -> q) v ~((~r -> ((s -> p) -> ((p & t) -> p))) & p), False

((((p v q) & ~r) & s) & s) v (p & ((t -> t) & (s -> p))), False

p v ((p -> ~(q -> ~(r & (s -> ~p)))) & ((q -> s) & t)), False

p v ((~~q & (r & ~(s v ~t))) v ~(t & (r v r))), False

(p -> q) & ~((r -> (((r & p) -> ~q) -> s)) & ~(t v r)), False

p & (((~~p v ~~q) v r) & (~s -> ((r -> r) v t))), False

(p -> (((q v (r & s)) -> s) & (p -> q))) -> (t v (~s & p)), False

~p & (p & ((q v ~((r & s) v (p v ~t))) -> (s v r))), False

(p -> (((q -> (r -> s)) v r) -> ((s & ~(q -> s)) & t))) -> s, False

p -> (((p -> ((q -> (r -> ~(s -> t))) & t)) v (r -> p)) v r), True

((p -> (~(((q v r) & p) & p) -> (s & t))) & (r v r)) & r, False

p -> ~(q & ~(r -> ((q v s) v (t v (p & ~(q -> q)))))), True

p -> (q -> ((r v s) v (r v ~((s & ((r v t) -> t)) & s)))), True

(((~~~(p v q) v r) & q) -> ~s) & ~(s & (p -> t)), False

((p v (q -> r)) -> ~~((r -> p) v s)) v ((t & p) v ~s), True

(p & p) & ((((q -> r) & (s & (q v t))) v q) v (r -> ~r)), False

~((p & (~(q & ((r -> ~p) v s)) & s)) v p) & (t v q), False

(~p & (((q & p) & r) -> (p -> s))) -> ((t v ~~r) & p), False

(p & (((q -> q) -> r) -> s)) & (((p -> (~t & q)) -> t) -> q), False

(p -> q) v (r v ((p v s) v (~~s & ~(p & (t -> r))))), True

p v ((q -> (((((p v q) v r) v ~r) v p) v (r -> s))) -> t), False

(p -> (((q -> (p v ~r)) & p) -> ((~s & p) -> ~t))) -> t, False

~(((((p -> q) v p) & r) v ((r v ~~q) -> s)) & r) & t, False

p -> (((q -> q) -> ~(~(r -> (r -> ~q)) -> s)) v (q -> t)), False

p v (q -> (r v ~~((((~q -> ~q) v q) -> ~s) v t))), False

p -> ((((~((q -> (r & ~r)) v s) & r) & ~t) & q) v p), True

p -> (((((q & r) & (p v s)) v s) & t) & (p & ~(r v r))), False

((~(p & q) & ((r -> r) -> ((p v s) -> t))) & t) -> (p -> r), False

(((p -> (q & (r -> s))) -> (s & s)) v r) v ~((q & t) -> t), False

(p & ((~q v (~r v q)) & s)) & (((q -> ~p) v t) -> p), False

(((p v q) v r) & s) & (q v (~(q v (t & s)) v (t -> r))), False

