formula, is_tautology
(((p v (p v q)) & (r v ((p & s) & (q v ~q)))) v t) & t, False

p v ((~((q v ~~((q & p) v (q & r))) v s) v s) & t), False

p & ((q v r) & (((q & (r v (~r & q))) & s) v (p v t))), False

((p v (~p v q)) v r) & (((s v s) v (r & r)) v (t & t)), False

(~p & (q & ~((r v ((s & q) v (r v t))) & ~s))) & r, False

~~(((p v (q v ~(r & ((r & p) & (s v r))))) v t) v s), True

(p & q) & ~(((q & q) v (~(r v q) & s)) & ~(t v r)), False

((~~p & ((q & q) v ((r & s) v (~r & r)))) v t) v q, False

~~p & ~((q & ((q v p) v ((r v q) & (s & t)))) v t), False

~(p v (q v (p & r))) v (r v ((s & (s & r)) v ~~t)), False

(p v (~(q & ((r v q) v s)) v t)) v ((r v r) & (q & s)), False

((p v q) v ((r & s) v t)) v (~(q & (s v p)) & (t v s)), False

(((((p v q) & (p & r)) & ~p) v s) & s) & (t v (q v r)), False

p v ~(((((q & r) & (r v (q v s))) v p) & t) & (s & s)), False

((p v ((p & q) & q)) & (((p v (r v s)) & ~t) v s)) v t, False

~p v ((~p & (q & (((r v q) v s) & r))) & ~(t & s)), False

~((p & (q v ((q & (r v p)) v (p & (s v t))))) & q) & r, False

~(((p v q) v ~~p) v ((~p & r) & ~~(~s v t))), False

(p v p) & ((p v ((~q v (q & ((r & p) v s))) v t)) v s), False

((p & q) & (~(p & p) v r)) v ((s v p) & (q & (s & t))), False

(~(((p & q) v r) v p) v (q & ((s v (t & s)) & r))) & r, False

p v (~q v ~((q & (r v (p v ((s v ~q) v r)))) v t)), False

~(((((p & (((q v q) & r) v (q & p))) & s) v t) v s) & r), False

(p v ((q & (r v q)) v (p v ((p v ~(s & t)) & t)))) & t, False

(p & q) v ((((r & (s v q)) v t) & ~s) & (~~q v r)), False

p v ((q v (((r v ((p v s) v q)) & p) v ~(t & r))) & s), False

(~(((p v (q & (~r v r))) v (~p & s)) & r) v r) & t, False

p & ((~((~(p & (q v (r & r))) v ~s) v t) & r) & p), False

(p v (q v (p v ((q & (r & ~~(~s & q))) & s)))) & t, False

~(p v ((p v ~~((p & q) v ((r & s) & t))) v (s & p))), False

(p v (q v r)) & (s v (~(~~(t & s) & s) & ~~s)), False

(((p & q) v (((r v s) & t) & ~q)) & q) & (r v (t v t)), False

~(p & (((((q v ~~r) v q) v q) v s) & t)) & (s & r), False

p v ~(q & ((~(((~r v s) & p) v t) & (p & r)) v p)), True

((~(p & q) & r) & (s & (t v ~~((s & q) v p)))) & p, False

p v (q v (q & ((q & ((~(r v s) v p) v t)) v (t v s)))), False

(~~p & ~q) & ((~p v ((r v (s v q)) & q)) v ~t), False

(p & (((q v (~(r v s) v ~r)) v (r & ~q)) v t)) v t, False

((~~((p & q) v (p v r)) v (~(r v s) & p)) v t) & s, False

p v (((q v q) v ~r) v ~~(q & (s & (t v ~~q)))), False

(p & q) & ~((r v s) & ((((t & r) & p) v t) & (q v p))), False

(~((~p v q) & (((r & s) v q) & q)) & ~s) v (t v r), False

(p & (p v (((q & r) v r) & (s v ((q v r) & ~t))))) & p, False

p & ((p & q) & ((q & (r v p)) & (s & ~((p v s) & t)))), False

((p v ~(p v q)) v (r & s)) & (~(s & (t v s)) v ~s), False

p v (~q & ((r v s) & (((r v p) & ~(r & t)) & ~t))), False

p & ~~(((p v q) v p) v ((r & s) v ((~q & t) v q))), False

(~(p & ~(~q & (r & s))) v p) & (~~(p & r) v t), False

(((p & ((q v ~((p v (r v s)) v t)) v t)) v s) v q) v r, False

(((p v (q v p)) & (~r & (q v p))) v p) v ((s v t) & r), False

((p & (q v r)) v (((s v (p v (q v p))) v t) & t)) & ~r, False

((((p v ((q & ((p v ~r) & p)) & r)) v s) v s) v t) & t, False

p v ((q v (r & s)) & ((s & (p v s)) & (r & (~r & t)))), False

p v (q & ~((r & r) & (r v ((s v (t v (p v p))) & p)))), False

((p v q) v ((p v q) v ((q v ~(r & ~s)) v ~q))) v t, True

~(p & q) & ((r v (s v q)) & (r & ((s & p) v (p v t)))), False

~(~p v q) v (r & ((s & (q v (t & r))) v ~(s & q))), False

p v (~q v ((~~(p & (r v q)) & s) & ((p & q) & t))), False

(p & (q & ((p v r) & ((s & t) v t)))) & ~((s v r) v t), False

p & ~(((q v r) v ~(p v ~(s v (p & (t v r))))) & q), False

(p & ~((q v r) & (r v ~(~p & p)))) & ((s v r) v t), False

(p v ~(~((~q v r) & (((r & s) v s) v t)) v r)) & p, False

~((~((p & ~~((q & r) & r)) & s) v ~(t & q)) & s), False

~((p v (q & r)) & ((~r v s) & (~q & ((t & s) & r)))), False

~(p & (((q v (r v r)) v s) v ~s)) & (~(s v t) v p), False

(((p v (q v r)) & s) & ~t) & ~~((s v r) v (r v q)), False

(~p v p) v (q & ~(r & (~(~~q & s) v (q v t)))), True

~~(((p v p) & (~((q & r) & (r & r)) & (s & r))) v t), False

(((~p & q) & ((((q & p) v q) v q) v (r & s))) & t) v q, False

p v ((((p & q) & r) & (p & s)) & ~(s v (t v (s v s)))), False

((~p v q) & (r & ~(((p & ~p) v p) v (s v p)))) & t, False

~~((p v (q v r)) & (s & (r v ~((p & s) & t)))) v q, False

~~((p & (q & (((~~~r & p) v p) v q))) v s) v t, False

p & (q v ~(r v (~s & (((s & t) v (p v ~q)) & q)))), False

~((((p & (~(q v r) v (s v t))) & p) & (~s v r)) v s), False

~(((p v (q v (~r & s))) v t) v (((r v ~q) & p) & r)), False

~p v (q & (((r & s) v (~(q v r) & (p & ~t))) v p)), False

~(((((~p v q) & (r & q)) & (r v (~q & s))) v t) & t), False

(~~(p & (~((q v (q & q)) v r) & (s & p))) v s) & t, False

~(p v (~(q v (p & r)) & ((q & s) & (~r & t)))) & s, False

p & (q & (~((q v r) & r) & ((r v ~(~s v t)) & s))), False

p & ((q v (((r v s) v r) v (q & r))) v ((t & ~s) & q)), False

((p & q) & r) v ~(~((r & s) & (p & (t & ~r))) v r), False

~((p & ~((q & ~r) v (s & (s v ~~(t v r))))) v s), False

~p & ((p v p) & (((q & r) & q) & (s v (p & ~~t)))), False

((((~p & ~(~~q v r)) & s) v (q & t)) & t) & ~r, False

~(((p v ~q) v ~(~q & (r v s))) v ~(t & p)) v t, False

p v (~~q v (r & ~((~(s & q) & ~t) v (q v q)))), False

~((p v ~~q) v (r & (s v q))) v (q & (t & (t v q))), False

(((p v (q & (~r v ~s))) v t) v (~t v (r & r))) v p, True

~(p & (((q & (~r & (s v p))) v (~r & t)) & q)) & t, False

(p v q) v (~p & ~(p v ~(r & (s & (s v (p v t)))))), False

p v ((q v ~~(((((r v s) v ~p) v r) v s) & q)) & t), False

~~((p v ~(~~q v (q v q))) v ((p v (r & s)) v t)), False

~(p & (p v (q & ~(q & ((~(r & p) & r) & s))))) v t, False

((p & (q v ((((q & q) v q) v (r v s)) & ~s))) v t) & q, False

p & (((q & (((r v r) & p) & r)) v ~s) v (q & (t & s))), False

(p & (q v ((((p v (~r v p)) v p) v (r & s)) & t))) & t, False

(p v ~~(q & ((r v ((s & (r & p)) v t)) & q))) & ~q, False

(~((((p v q) v (r & r)) v s) & (r v q)) & (q & t)) & p, False

~~((p & q) v ~((r & s) & (q v (((p & r) & t) v s)))), False

(((~(p v q) v ((r v q) & s)) & ~~t) v (q & q)) & q, False

(~((p & ((((~q & r) & s) & p) v p)) v ~t) v r) v s, False

p v (q & (p v ((~~(r & ((s & t) & p)) & q) & ~s))), False

p v (((q v q) v (r v ((s v t) & (q & ~(s & r))))) v s), False

((p & ((q & r) & s)) v p) & ((p v (~(s & p) & s)) v t), False

(p & q) & ~((~p v (r v (s v (t v (~q & t))))) v r), False

~p v (q v (r v ((~(s v ((s & ~p) v t)) v s) v r))), False

((((p v q) & q) & r) & p) v ((p & (p v (~s & t))) v p), False

~(p & (((q v r) & s) & ((~(~q & t) v t) v (t & q)))), False

~~((p & ((~q v (r & s)) & (s v ((s v r) & s)))) & t), False

p v ((~(p & (q v (p & ~(r & s)))) v (~t & p)) v t), True

~~(p & (q v ~((((r v s) v t) & r) & (q v r)))) & t, False

((p v q) v (p v (~(q v r) v ((s v ~p) v ~s)))) & t, False

(p v q) & ((r & s) & ((((~p v q) v t) v r) v (r & s))), False

(~p & ((q & (r v ~q)) v s)) & (s v ~(q v (t v r))), False

~(p v (~(q & (r & ((s & ~(q v (t & s))) & p))) v p)), False

((p & q) & ~(r v (s v (q & q)))) & ((q & s) & (p & t)), False

~p v (q v ((~(r & ~r) & ((s & t) v r)) v (t v q))), False

~~((p v q) & ((r v q) & ((p & s) v (s v ~(s v t))))), False

(~~p v ((q v p) & (~~r v (r & (s & ~t))))) & t, False

(~p v ((p v ((q & r) & s)) v (p & t))) & (~~r & s), False

(p & ~(((q v r) v (r v s)) v (~(~r v t) v s))) & q, False

((p & q) v (p v (p & (p & (~r v (s & (s v p))))))) & t, False

((p & p) & (~q v (r & (s v p)))) v (((t v q) v r) v s), False

~~((((p & q) & p) & ~((r & s) v t)) v ~~t) v q, False

~~~p & ((~(((q & r) v (~q v s)) & q) & t) & p), False

~(~((p v q) v (~(r & ((s & r) & ~p)) v ~r)) & t), False

~((p v ((p & (p v q)) v ((r & ((s v t) & q)) v q))) & s), False

((p & q) & (((~r v s) & t) & ((p & t) & r))) & ~~s, False

(((p & q) & (~(~((r v s) & ~q) v r) & r)) v t) v p, False

~(((((~p v q) v ~r) v ((r & s) & t)) & p) v s) & t, False

p & ~(q & ~((~(r v ((r & r) & s)) v t) v (r v r))), False

p v ((q & r) & (((s & ((q & ~q) v r)) v r) v (p & t))), False

(p & q) & (r & (~((r & (p & (r v (s v r)))) & p) v t)), False

(~p v (q v ~((r & (s v s)) v q))) v ((t v t) v ~q), True

(p v (q & r)) v ((s v r) v (p v ((t v (s & ~r)) v t))), False

~~~(~p v ((~((q & r) & ((q v r) & p)) v s) & t)), False

(~(p & q) v (((r v ((q & s) v t)) & (q v p)) v p)) v t, True

p v ((~(q & (~((q & (q & p)) v r) & q)) & ~s) v t), False

~((p & (~q & ((r & (q v s)) v ~(p & q)))) & (t v t)), False

p & ((q & (r v ((s v ((p & q) & ~~s)) & ~s))) v t), False

p v (q & ((r v r) & ((s v p) & ~(t & ((s v t) v t))))), False

~(((p v (((q & q) & (q & r)) v s)) & (q & q)) v ~~t), False

~(p v q) v (r & (s v (((~p v t) v (~p & r)) & t))), False

(p & (q & (((q v r) & r) & (s v ((q & t) v q))))) & ~p, False

~(p v (q v r)) & ((~s & (~t v r)) v ((p v q) & q)), False

~(((~p & ((q & (r v s)) v r)) v t) v ((q & t) v ~r)), False

~((p v p) v (((q & r) v (s & ~s)) & (~t & p))) v q, False

(p & ((p v ((q & (r & ~s)) v r)) & (t & (t v q)))) v q, False

p & (((~q & (r & s)) & ~(~((p & q) & t) v t)) & r), False

~(p & ((q v r) v (r & ((r v r) & (q v (s & (t & r))))))), False

~(p v ((q v r) v (p v ~((s v ~(t & (t v t))) v r)))), False

(p v (~~q & r)) v (~q & ((((s v s) v s) v t) v p)), False

(((p & (q & q)) & (~p v r)) v s) v (((p v t) & p) v p), False

~((p & ~q) v ~((r & (~r v ~~s)) v ~t)) v q, False

(((p v p) v q) v r) & ((q v s) v ((r & ~(t v q)) v p)), False

((((p & q) & (q v q)) v r) & q) v (((~q v s) & t) v r), False

p & ((q v ((q v ~q) v (r v ~(s & s)))) & ~(t v p)), False

(p v (p & (~(q v r) v ~((~r & p) v (p & s))))) & t, False

(p v p) & ((((q & ((q v r) v q)) v r) v (s & ~t)) & t), False

p v ((~(((p & p) v ~q) & ~((q & q) & r)) v s) v t), False

(p v (~((q & ~q) & (~(q & r) & r)) & s)) v (t & r), False

((((p & (q v r)) & s) & q) & ((s & t) & q)) & ~(p v r), False

p & ((q & ((q & r) & ((s & (p & p)) & ~p))) & (t v s)), False

((p & q) v (p v r)) v (~(r & (p v (p v s))) & (t v s)), False

p v (((q v q) v r) & ((~q v ~((p & s) v t)) & ~p)), False

(p & (q v ((r v (((s & ~q) & r) & r)) v r))) v (r v t), False

(p & p) v ((((q v (r & q)) v ~s) & s) v (t v (s v t))), False

((((p v (q & ~(r v s))) & q) v (t & (p & s))) & s) & q, False

(p v (q v ((~r v s) & q))) & ((~(s & t) v ~r) v q), False

~(((p & (q v ~(r & p))) & (((r & ~s) v t) & p)) v s), False

p v (((q & q) v ((p & q) & (~(r v (p v s)) & t))) & s), False

p v ((q v r) v (((((q v (r & p)) & q) & s) & r) & ~t)), False

(p & ((((q v r) & s) v ~~(p v q)) & s)) v (t & ~r), False

~(((~(p & (q & (p & (r & ~p)))) v s) & ~~t) & r), False

p v (q v (~((p v p) v ~~((r v (r v q)) & s)) v t)), False

(p & (((~q & q) v ((r v p) & ~r)) v s)) v ~(t & q), False

(p & (p v ((q & ((r & q) & s)) v (r & (t v ~q))))) v r, False

p & ~((q & (((q & (~(r & ~s) v q)) v t) v r)) v s), False

p v ((q v p) & (~r & (((~p v s) v q) & (~t & p)))), False

(p & q) v ((~r v (q & (((~p & s) & p) & r))) v ~t), False

~(p & (((((q v r) v (q v s)) v p) & q) v (r v (t & s)))), False

(p & ~(q v p)) v (r v (((s v ~(p & r)) v ~s) v t)), True

~(p & q) & ((((r v s) v p) & ((p & s) & t)) v (p v q)), False

(~p v ((((q v r) & q) & r) v s)) v (((q v q) v s) & t), False

~((((p v (q & (r v ~(r v ~s)))) v r) & (p & p)) v t), False

~(p & (q & (((~r & (s & q)) v t) & (p & q)))) & ~p, False

~(~((p v (q & q)) & r) & (((s v q) & p) v (~r & t))), False

(p v (~q v r)) & (p & (s & (((q v (t & r)) & t) & p))), False

p & (q & ((~(r v ((q v (s v t)) & (r v t))) & r) & t)), False

(p v (q v (r v s))) v (t v (~p v ((q & ~q) v ~q))), True

((((~p v (q & r)) & q) v s) v t) & (~(r v ~t) v t), False

p & ((~((q v (r & s)) v p) v ~(~(r & t) v q)) v p), False

~(p v (p v (((q v r) & ~p) v (~(~s & s) v ~t)))), False

(((p v (((q & r) v ~p) v s)) v (r v ~t)) & ~q) & t, False

(p v (p v (p & q))) & (p & (((~r & p) & (s & t)) & s)), False

~p v ((q v (r & ((p v s) & q))) & ~~(p v ~~t)), False

~~(p & ~((((~q v r) & (~s & t)) v (q v s)) & t)), False

~((((p v (q & ((r & r) v s))) & s) v t) & q) v (s & r), False

((((p & q) & ~((r & r) & s)) & (t v p)) & (r v s)) v r, False

~((p & (q & p)) & ((~r & (s & t)) & (t v (~r & t)))), False

p & (~(q v r) v (s v (s v (t & (~(p v r) & ~q))))), False

~((((p & (q v ~r)) & ~r) v (((s & r) & q) & t)) v p), False

(~(p v q) & ((~r v (s v ~t)) v r)) v (p & (r & s)), False

~(((p & ((q v ~~p) v r)) v (~r v ~s)) v (p & t)), False

p v (q & (r & ((r & ((~s v (~t v ~p)) & s)) & p))), False

((p v ~(~(~q v (r v q)) & (s & (s & t)))) v r) & p, False

p & (~((q & (~~~p & (~(q & r) v s))) v t) & s), False

((p & ((q v (r v q)) v s)) v r) v (((q v ~q) v t) & t), False

~(p v (q & ((r v s) v ((((s & q) & t) & (p & s)) & q)))), False

~~(~~(~p v (((q & (r & (q v s))) & t) & p)) v s), False

(p & (p v q)) v (r & (s & ~((s & t) & (p & (p & t))))), False

~((p & (q & r)) & (~p & (~((p & s) & p) v p))) & t, False

~(~(p v q) v ((p & (r v (((~r v s) v t) & r))) v s)), False

(p v (q v r)) v ((s & (s & r)) v (~(t & q) & (t v s))), False

(p v ((((q v r) v r) v r) v (p & ((~q & s) v t)))) & p, False

((p v ~p) v q) v (((r & s) & q) & (r & ((p & t) v r))), True

((~~(p & q) v ~(q v (r v s))) & q) & ((t & p) v r), False

(p & ~(~((q v p) & ~~r) v p)) v ((s v t) & ~t), False

(p v q) & (~~r & (~((q & p) & s) v (t & (q v s)))), False

~(((p & q) & ~p) v p) v ((((~r v s) v r) & t) v t), False

~(~(((p v (q v (r & p))) v ~((s v s) & t)) & r) v p), False

(((p & q) v (q v (((r & ~q) & (q v s)) & t))) & p) & q, False

p & (q & ((q & (p & (q & r))) & ((~s & s) & (s v t)))), False

~(p & (q & (q & (p v r)))) & (r v (s v (t v (q & s)))), False

~(p v (~~(q v (~(r v ~(q v (s & t))) & s)) & s)), False

p & (~(~q & r) v (p & ((((s v t) & t) & ~q) & p))), False

(p v q) & (r & ~((q & p) & ((s & q) & (t & (s v p))))), False

((~(p & (q v (r & s))) & s) v p) v ~((p & ~r) v t), False

(((p & (q v (r & s))) v (~p & (r & (s v q)))) & q) & t, False

~((p & q) & (~(((p v r) v ~s) & t) & (s v (t & t)))), False

p v (p v (q & (p & (((r v ~(q & p)) & (s v t)) & s)))), False

(~p & ((q & r) & s)) & (((t v (s v s)) v p) v (q v s)), False

~(p v ((q & (r v (((s & (s & q)) & t) & ~~q))) & s)), False

p & ((q v (((p & r) & s) & (s & ~t))) v (s v (p & r))), False

(p v ~(q & (p v (((~r v r) v s) v t)))) v ~(r & q), False

~(~(((p v q) v (r & p)) & (((q & ~s) & r) & t)) v s), False

p & (q & (~p v (((r & s) & (p & ~~t)) v (q v t)))), False

(~p v ((q & ~(~r v ~s)) & (t & (t & ~t)))) & r, False

~p v ((q v ((p v (p & (r v (q v r)))) & (s & t))) & p), False

((((~p v (q & r)) v s) & ((t & t) v (r v r))) v r) v p, False

((p & q) & (~p v r)) & (((p v q) & (s & (r & r))) v t), False

~(p & ((p & ~(p & ~~~((p v (q & r)) v s))) v t)), False

(~p v (q & ((q & r) & (q & ~s)))) v (~t & (s & p)), False

((p & (~q v ~r)) v ~q) & (q v (s & (t v (p v q)))), False

~~((p v (q & ((~r v (s & (r & (t & s)))) v p))) & t), False

(p v (q v ((r & ~q) & (s v t)))) & (s & ~(~p & s)), False

(~(~((p & ((q v r) & s)) v t) v q) & ~(p & q)) & q, False

p & ~((q v (~r v ~(((r & p) & (r & s)) v r))) & t), False

((p & (q & r)) & (q & ~~r)) & ~((q v s) v ~~t), False

~((p & ((((q v q) & (r & r)) & q) v (q & s))) & t) v q, True

(((p v (~q v ~(p & r))) v (~p v r)) v p) v (s & t), True

p v (((p & (((q v r) & ((r & q) v r)) & q)) & ~s) & t), False

~(((((p v ~q) v (r & ~s)) v (~~r & t)) v q) & t), False

p v ((((q v ~r) & ~(s v s)) & (t & ~(r & t))) v p), False

p v (((((q & r) & s) v t) v (~(t v p) v t)) & (r v s)), False

~p & (((~q & q) v (r & (p & (r v (~q v s))))) v t), False

(p & ((~q & ~(((r v s) v t) & (r & r))) v ~p)) & s, False

p & ((~~q & ((p v r) & s)) v (~t v ((t & t) & r))), False

(((p & (p v ((q v r) v s))) v t) & r) v (q v (~p v p)), True

p v (q & ~~(~r & (((s v (s v s)) & s) v (s v t)))), False

~((p v ~q) & (~q v (((((r & s) v t) v p) v r) & t))), False

(((p v (q v q)) & p) & (r & (s v s))) & ~(t v (s v s)), False

p & (p & ((q v (r & ((p v r) v (s & t)))) & (s & ~t))), False

(((p & (~q & ((r v s) v p))) v (r v r)) & (s & t)) v r, False

p v ~(~~((q v r) v (~(s & (r & s)) v ~p)) & t), False

p v ((q & ~(~(~(p v p) & ((r v s) & s)) v t)) & t), False

~~(((p & q) v (r & r)) & ((s v (r v (t v t))) & ~q)), False

p v ~(q v (~r & ((~s v r) & ((t v (s v t)) & t)))), False

~~((p & (p & (q v (q & r)))) & s) v ((r v t) & ~s), False

(~(p v (q & (r v ((~q v r) v ~s)))) & t) v (q & r), False

(p v ~(((q & (p & (r & (s v r)))) & (s & t)) v q)) v r, False

~(((((p v (q & r)) & s) & (t & q)) & s) v ((r & r) & r)), False

p & (q & ((r & ((s & (q v s)) v t)) v (~t v (p v r)))), False

((~p v q) & ((~r & (q & s)) v ~((r v q) v t))) & s, False

~(p & (q & (((r v s) & ((q v ~~t) & t)) & q))) & p, False

((~((p & (p v (p & ~q))) v r) & (s & q)) & s) v ~t, False

(p & ((~q & ~(r v (s v (~(s v r) & s)))) & q)) v t, False

~(((p v (p & ~q)) & ((r v ~q) v s)) v (p & (q v t))), False

(((p & ~(q v r)) & s) v (~r & ((~r & t) & s))) v q, False

(p & ((((q & (r v q)) & (s & s)) & r) & (t v p))) v ~p, False

